Date Time,Pressure,Temperature,Vapor_pressure_deficit,Specific_humidity,Airtight,Wind_speed,wv (m/s)
2008-07-04,987.05,17.72,20.55,7.18,8.47,1176.13,2.51
2008-07-05,988.34,17.6,20.73,9.3,7.23,1179.17,1.58
2008-07-06,982.71,18.85,22.69,9.08,8.67,1166.56,1.7
2008-07-07,980.78,17.61,20.36,7.85,7.98,1169.42,3.45
2008-07-08,983.72,15.14,17.4,5.16,7.78,1183.12,4.05
2008-07-09,988.06,15.24,17.66,6.47,7.08,1188.53,2.27
2008-07-10,986.45,19.06,22.95,8.61,9.09,1169.84,2.07
2008-07-11,982.76,19.81,23.67,7.4,10.36,1161.45,2.24
2008-07-12,983.51,18.48,21.47,8.58,8.2,1169.05,3.4
2008-07-13,986.43,14.06,16.14,2.4,8.71,1190.14,1.22
2008-07-14,993.83,15.98,18.45,6.31,7.64,1191.95,1.52
2008-07-15,997.84,18.23,21.98,9.73,7.68,1187.83,1.86
2008-07-16,991.7,17.04,19.89,5.73,8.93,1184.23,1.57
2008-07-17,988.18,15.57,17.87,6.39,7.26,1187.11,1.57
2008-07-18,986.04,15.45,17.66,4.84,8.13,1184.38,2.3
2008-07-19,984.13,16.8,19.52,5.3,9.04,1176.05,3.74
2008-07-20,985.68,14.65,16.96,4.22,8.08,1187.35,2.5
2008-07-21,988.83,12.25,14.45,4.41,6.34,1202.38,3.64
2008-07-22,992.65,12.68,14.74,1.62,8.26,1203.73,2.42
2008-07-23,997.6,15.77,18.23,5.5,7.97,1197.13,1.41
2008-07-24,994.13,16.57,19.49,6.52,8.16,1189.69,2.12
2008-07-25,988.74,20.37,24.32,7.09,10.91,1165.83,1.95
2008-07-26,987.86,23.67,30.52,13.07,11.06,1151.97,1.79
2008-07-27,990.44,23.88,30.67,15.36,9.67,1155.04,2.15
2008-07-28,990.33,24.21,31.41,17.79,8.6,1154.43,2.06
2008-07-29,989.9,23.56,30.46,16.33,8.93,1156.32,1.73
2008-07-30,991.88,23.73,30.07,13.44,10.49,1156.64,1.91
2008-07-31,990.79,22.79,28.69,12.52,10.21,1159.31,1.73
2008-08-01,988.51,21.68,26.73,9.38,10.99,1160.47,2.2
2008-08-02,990.4,20.85,24.91,9.66,9.63,1166.75,1.3
2008-08-03,987.48,21.47,25.92,11.86,8.91,1161.39,2.59
2008-08-04,981.8,19.36,22.67,8.59,8.97,1162.94,3.56
2008-08-05,988.38,18.07,21.08,9.33,7.42,1177.1,2.19
2008-08-06,989.14,20.15,25.22,12.27,8.19,1169.57,1.37
2008-08-07,981.77,23.91,31.35,16.74,9.31,1145.3,2.82
2008-08-08,980.02,18.6,21.72,6.96,9.42,1163.61,2.97
2008-08-09,987.33,15.4,17.71,6.12,7.34,1186.71,2.05
2008-08-10,983.78,16.99,20.26,7.61,8.04,1175.81,3.16
2008-08-11,980.42,20.18,24.19,8.99,9.7,1157.68,2.91
2008-08-12,974.79,18.58,21.56,4.44,11.0,1156.28,3.05
2008-08-13,982.88,19.03,22.19,10.35,7.53,1166.51,5.55
2008-08-14,988.6,18.42,21.58,10.65,6.91,1176.3,2.24
2008-08-15,986.82,12.81,14.87,2.67,7.73,1196.54,1.48
2008-08-16,986.21,13.78,16.43,5.03,7.23,1192.41,1.32
2008-08-17,984.85,16.15,19.24,8.4,6.88,1181.31,1.4
2008-08-18,985.79,18.21,21.86,9.45,7.87,1173.38,3.0
2008-08-19,984.61,18.6,21.67,5.9,10.02,1168.6,2.91
2008-08-20,987.17,17.44,20.2,7.17,8.26,1177.55,3.85
2008-08-21,991.44,17.74,20.59,8.67,7.51,1182.0,3.0
2008-08-22,986.72,17.77,21.05,7.85,8.37,1175.82,2.14
2008-08-23,983.64,14.11,16.22,4.75,7.29,1187.62,2.82
2008-08-24,986.48,14.4,16.7,5.24,7.26,1189.92,2.22
2008-08-25,990.44,14.18,16.68,3.36,8.41,1194.92,1.52
2008-08-26,995.48,16.91,19.64,5.07,9.15,1189.05,1.21
2008-08-27,994.19,19.39,23.38,8.7,9.23,1177.57,1.86
2008-08-28,992.59,16.91,19.39,5.19,8.94,1185.64,1.49
2008-08-29,991.71,16.94,19.53,5.15,9.07,1184.44,1.5
2008-08-30,994.18,16.85,19.44,6.72,8.0,1188.54,1.44
2008-08-31,990.14,18.01,21.95,11.56,6.55,1180.48,1.42
2008-09-01,988.46,16.81,19.38,5.54,8.75,1181.28,1.44
2008-09-02,986.12,17.69,20.8,6.7,8.94,1174.97,2.3
2008-09-03,980.6,16.97,19.79,5.79,8.93,1171.25,3.18
2008-09-04,982.09,12.61,14.8,2.09,8.09,1191.45,2.03
2008-09-05,981.34,15.13,17.91,3.38,9.27,1179.54,0.98
2008-09-06,980.82,18.7,21.78,5.76,10.22,1163.54,1.78
2008-09-07,985.43,15.23,17.42,3.05,9.12,1183.82,2.44
2008-09-08,989.84,15.05,17.46,5.61,7.48,1191.17,2.33
2008-09-09,991.74,15.95,19.18,7.49,7.37,1190.13,1.78
2008-09-10,989.55,17.64,21.05,6.54,9.17,1179.2,1.46
2008-09-11,987.47,18.65,22.19,6.72,9.8,1172.12,1.61
2008-09-12,986.12,15.38,17.58,4.1,8.54,1184.44,3.52
2008-09-13,992.11,10.82,13.07,4.87,5.16,1213.28,5.06
2008-09-14,995.7,8.23,10.97,3.35,4.77,1229.13,3.42
2008-09-15,995.72,8.46,11.11,2.13,5.63,1227.49,2.96
2008-09-16,995.52,7.23,10.21,2.71,4.7,1233.35,2.34
2008-09-17,997.19,6.47,9.88,3.18,4.19,1239.28,0.98
2008-09-18,998.22,6.41,10.12,3.43,4.18,1241.09,1.18
2008-09-19,999.25,7.81,11.09,3.8,4.55,1235.84,1.3
2008-09-20,1002.71,9.96,12.3,3.95,5.2,1229.91,1.66
2008-09-21,996.67,9.01,11.6,1.25,6.49,1225.73,0.98
2008-09-22,991.78,8.62,11.23,0.84,6.54,1221.3,1.58
2008-09-23,989.52,8.52,11.23,0.3,6.91,1218.74,1.07
2008-09-24,995.13,10.03,12.34,0.93,7.17,1218.83,1.83
2008-09-25,1002.04,9.51,11.92,1.57,6.45,1230.11,3.54
2008-09-26,1007.59,8.06,10.95,1.56,5.82,1243.86,1.65
2008-09-27,1004.86,9.59,12.23,2.17,6.25,1233.54,0.89
2008-09-28,997.26,9.97,13.02,3.61,5.89,1223.12,1.63
2008-09-29,989.27,10.32,12.93,3.46,5.98,1211.54,1.08
2008-09-30,981.62,9.57,11.96,2.92,5.75,1205.28,4.81
2008-10-01,972.7,11.62,13.76,3.05,6.88,1184.95,6.29
2008-10-02,976.75,9.17,11.74,3.23,5.43,1201.3,3.66
2008-10-03,981.03,7.19,10.35,3.08,4.62,1215.76,2.6
2008-10-04,987.72,5.52,9.2,2.01,4.54,1231.42,1.55
2008-10-05,983.28,8.8,11.61,3.87,4.91,1211.46,5.64
2008-10-06,985.66,11.2,13.34,1.18,7.71,1201.87,1.42
2008-10-07,990.5,12.18,14.35,1.79,7.92,1203.56,1.21
2008-10-08,990.13,13.26,15.85,3.3,7.92,1198.81,1.3
2008-10-09,1001.77,11.29,13.41,0.67,7.95,1220.96,0.96
2008-10-10,1006.53,11.87,14.11,2.1,7.45,1224.73,1.39
2008-10-11,1003.56,10.78,13.63,2.82,6.73,1226.62,1.83
2008-10-12,1000.31,11.27,14.04,3.07,6.85,1220.44,1.16
2008-10-13,994.58,12.27,15.21,4.0,7.05,1209.25,1.59
2008-10-14,992.55,13.95,16.06,3.29,8.04,1198.47,1.5
2008-10-15,990.03,11.81,14.04,2.76,7.12,1205.16,2.24
2008-10-16,983.37,9.67,12.2,1.63,6.72,1206.41,2.46
2008-10-17,990.32,6.96,10.09,2.59,4.73,1228.1,2.2
2008-10-18,993.71,5.35,9.32,2.44,4.31,1239.99,1.69
2008-10-19,995.47,6.84,10.3,2.58,4.84,1235.17,1.93
2008-10-20,991.12,9.76,12.74,3.62,5.75,1216.59,2.76
2008-10-21,985.21,13.62,15.95,3.85,7.67,1191.41,3.16
2008-10-22,994.92,6.39,9.64,0.59,5.68,1235.58,1.23
2008-10-23,1002.15,4.97,8.9,1.44,4.65,1251.82,1.62
2008-10-24,999.33,3.18,8.0,1.48,4.07,1256.98,1.71
2008-10-25,1004.23,6.22,9.82,1.57,5.13,1248.55,0.96
2008-10-26,994.55,8.53,11.56,3.67,4.95,1226.62,3.47
2008-10-27,981.57,8.47,11.16,1.67,6.03,1209.74,2.91
2008-10-28,982.75,5.87,9.32,0.97,5.3,1223.04,0.99
2008-10-29,980.58,3.89,8.08,0.55,4.79,1229.41,1.91
2008-10-30,970.89,0.86,6.5,0.25,4.01,1231.31,1.81
2008-10-31,981.09,2.95,7.63,0.7,4.4,1234.57,0.99
2008-11-01,983.47,2.55,7.35,0.08,4.61,1239.16,1.26
2008-11-02,990.63,3.87,8.09,0.09,5.04,1241.92,1.61
2008-11-03,988.75,7.14,10.15,0.02,6.39,1224.11,1.33
2008-11-04,992.36,7.47,10.36,0.17,6.41,1227.09,1.62
2008-11-05,987.93,8.47,11.09,0.06,6.97,1216.87,2.37
2008-11-06,989.32,8.82,11.36,0.15,7.08,1216.99,1.0
2008-11-07,989.09,8.46,11.08,1.18,6.25,1218.89,1.63
2008-11-08,994.13,5.89,9.43,1.0,5.29,1237.17,1.4
2008-11-09,993.7,7.97,11.0,1.96,5.68,1227.32,3.43
2008-11-10,991.53,12.53,14.58,4.31,6.46,1204.31,5.15
2008-11-11,986.19,11.65,13.83,4.97,5.61,1202.2,5.04
2008-11-12,990.93,6.78,9.92,2.32,4.79,1229.6,2.98
2008-11-13,997.33,2.85,7.64,0.8,4.28,1255.61,0.99
2008-11-14,999.46,3.14,7.92,1.66,3.9,1257.4,1.95
2008-11-15,998.48,7.6,10.58,2.39,5.12,1235.13,2.42
2008-11-16,996.96,8.57,11.24,2.74,5.32,1228.85,2.53
2008-11-17,1001.41,3.2,7.81,1.98,3.63,1259.62,1.88
2008-11-18,987.97,1.87,7.18,1.42,3.63,1248.9,2.75
2008-11-19,987.33,5.64,9.16,1.86,4.61,1230.27,2.69
2008-11-20,979.84,6.87,10.0,2.06,5.06,1215.25,3.8
2008-11-21,971.39,1.83,7.03,0.91,3.92,1227.72,2.93
2008-11-22,972.4,-0.83,5.75,1.16,2.94,1241.64,3.08
2008-11-23,974.02,-0.41,5.95,1.54,2.82,1241.91,3.54
2008-11-24,965.88,-1.39,5.53,0.67,3.14,1235.75,2.07
2008-11-25,982.38,-1.78,5.4,0.73,2.96,1258.83,2.45
2008-11-26,995.4,0.48,6.37,0.89,3.43,1264.6,1.9
2008-11-27,992.92,3.15,7.69,1.56,3.84,1248.95,2.03
2008-11-28,979.99,0.36,6.3,1.65,2.96,1245.95,1.86
2008-11-29,970.16,-0.67,5.84,0.56,3.39,1237.77,1.5
2008-11-30,971.55,-0.2,6.13,0.93,3.34,1237.53,1.26
2008-12-01,970.25,-0.52,5.9,0.38,3.55,1237.07,1.43
2008-12-02,977.98,2.03,7.08,1.12,3.8,1235.18,2.92
2008-12-03,974.35,0.35,6.27,1.04,3.34,1238.47,3.79
2008-12-04,971.41,0.06,6.31,0.83,3.52,1236.19,3.08
2008-12-05,965.71,3.5,7.86,1.06,4.39,1212.78,2.83
2008-12-06,977.48,2.39,7.27,0.45,4.35,1232.49,1.44
2008-12-07,994.14,2.94,7.56,0.83,4.22,1251.11,2.31
2008-12-08,997.49,2.22,7.24,1.53,3.57,1259.19,2.1
2008-12-09,987.84,-0.53,5.93,0.94,3.15,1259.9,2.23
2008-12-10,985.23,0.53,6.35,0.84,3.49,1251.4,1.11
2008-12-11,984.53,-0.69,5.81,0.16,3.57,1256.01,1.6
2008-12-12,989.84,-0.49,5.9,0.38,3.47,1261.98,0.76
2008-12-13,983.44,-0.51,5.89,0.39,3.49,1253.91,1.44
2008-12-14,979.65,1.3,6.75,0.56,3.94,1240.51,1.44
2008-12-15,987.23,-2.06,5.26,0.07,3.28,1266.08,0.71
2008-12-16,988.52,0.4,6.29,0.1,3.91,1255.85,0.7
2008-12-17,984.24,0.35,6.27,0.32,3.77,1250.76,1.27
2008-12-18,991.39,0.67,6.43,0.29,3.86,1258.28,0.98
2008-12-19,992.33,1.47,6.85,0.51,3.98,1255.76,1.95
2008-12-20,992.9,3.75,8.07,1.41,4.19,1246.0,3.29
2008-12-21,1000.07,4.96,8.77,1.73,4.39,1249.35,1.65
2008-12-22,999.91,6.77,9.9,2.0,4.93,1240.68,2.57
2008-12-23,1005.08,4.49,8.43,1.25,4.45,1257.67,2.5
2008-12-24,1001.52,4.13,8.22,0.63,4.73,1254.63,2.0
2008-12-25,1005.98,0.39,6.35,0.79,3.45,1278.54,3.86
2008-12-26,1013.11,-3.98,4.55,0.78,2.32,1309.28,3.09
2008-12-27,1010.36,-4.15,4.49,0.78,2.29,1306.59,2.32
2008-12-28,1006.54,-3.92,4.58,0.98,2.23,1300.56,2.62
2008-12-29,1006.71,-6.47,3.77,0.37,2.11,1313.34,1.52
2008-12-30,1005.65,-6.54,3.87,0.69,1.97,1312.66,0.77
2008-12-31,999.09,-6.22,3.94,0.7,2.02,1302.45,0.76
2009-01-01,999.13,-6.82,3.69,0.33,2.09,1305.19,0.78
2009-01-02,999.6,-3.73,4.64,0.37,2.66,1290.35,1.42
2009-01-03,998.55,-5.27,4.18,1.08,1.94,1297.12,1.25
2009-01-04,988.51,-1.38,5.52,0.58,3.11,1264.63,1.72
2009-01-05,990.41,-4.87,4.36,0.56,2.4,1284.37,3.8
2009-01-06,997.05,-15.48,1.86,0.31,0.96,1347.27,1.23
2009-01-07,993.51,-15.73,1.98,0.26,1.08,1344.27,0.72
2009-01-08,1002.97,-9.61,3.01,0.41,1.61,1324.56,0.87
2009-01-09,1003.11,-12.3,2.48,0.47,1.25,1338.89,0.66
2009-01-10,1002.97,-10.73,2.83,0.59,1.39,1330.59,0.67
2009-01-11,1004.01,-8.68,3.3,0.65,1.65,1321.4,1.24
2009-01-12,998.49,-5.38,4.25,1.32,1.83,1297.86,2.46
2009-01-13,990.15,-1.68,5.54,2.24,2.08,1269.12,2.48
2009-01-14,987.59,-4.69,4.46,0.91,2.24,1279.96,0.85
2009-01-15,994.11,-0.06,6.13,0.59,3.48,1265.47,0.64
2009-01-16,997.55,-2.82,5.01,0.4,2.88,1283.24,1.6
2009-01-17,992.13,0.04,6.17,0.77,3.39,1262.55,2.15
2009-01-18,979.14,2.56,7.38,1.32,3.86,1234.26,2.97
2009-01-19,972.79,2.52,7.36,1.49,3.76,1226.5,3.32
2009-01-20,971.31,3.18,7.79,1.67,3.93,1221.67,2.08
2009-01-21,980.2,-1.55,5.48,0.42,3.22,1254.76,0.65
2009-01-22,978.41,-1.13,5.69,0.85,3.09,1250.69,2.8
2009-01-23,955.51,1.46,6.9,1.53,3.51,1209.71,5.1
2009-01-24,961.13,2.58,7.38,1.93,3.54,1211.68,2.99
2009-01-25,974.05,0.98,6.66,1.26,3.45,1235.26,0.93
2009-01-26,977.23,-3.28,4.82,0.17,2.96,1259.19,1.41
2009-01-27,986.11,-1.34,5.54,0.06,3.46,1261.15,2.24
2009-01-28,992.82,-2.49,5.08,0.2,3.07,1275.44,0.0
2009-01-29,996.85,-2.37,5.13,0.6,2.83,1280.21,1.59
2009-01-30,998.91,-2.4,5.12,0.98,2.58,1283.17,2.11
2009-01-31,994.38,-2.0,5.28,0.61,2.92,1275.22,2.59
2009-02-01,985.76,-3.36,4.77,0.79,2.51,1270.86,3.94
2009-02-02,979.96,-0.73,5.88,1.18,2.99,1250.94,1.48
2009-02-03,973.87,-0.04,6.23,0.88,3.43,1239.76,0.48
2009-02-04,972.08,-1.02,5.8,0.57,3.36,1241.96,0.86
2009-02-05,972.0,1.84,7.08,1.12,3.82,1228.56,1.81
2009-02-06,968.31,2.58,7.52,1.52,3.86,1220.66,1.39
2009-02-07,961.9,1.4,6.86,1.01,3.79,1217.76,1.28
2009-02-08,973.69,1.1,6.64,1.71,3.16,1234.43,1.87
2009-02-09,979.93,-0.21,6.06,1.7,2.77,1248.6,3.24
2009-02-10,964.11,2.5,7.41,1.19,4.03,1215.54,5.0
2009-02-11,979.38,0.27,6.24,1.31,3.14,1245.37,2.93
2009-02-12,986.77,-1.43,5.52,1.27,2.68,1263.03,2.1
2009-02-13,989.27,-1.35,5.58,0.88,2.96,1265.64,1.52
2009-02-14,994.99,-3.62,4.7,0.66,2.53,1284.03,1.71
2009-02-15,998.7,-4.31,4.51,0.91,2.24,1292.41,2.15
2009-02-16,991.01,0.18,6.23,0.8,3.42,1260.43,2.18
2009-02-17,991.3,-2.41,5.15,0.63,2.84,1273.36,2.83
2009-02-18,999.41,-4.16,4.52,1.01,2.19,1292.57,1.46
2009-02-19,997.85,-4.66,4.54,1.35,1.99,1293.45,1.75
2009-02-20,996.71,0.24,6.26,0.37,3.68,1267.19,1.84
2009-02-21,1000.65,1.08,6.61,0.39,3.88,1268.12,1.54
2009-02-22,991.93,1.92,7.07,0.41,4.19,1253.09,1.76
2009-02-23,985.64,2.44,7.3,0.95,4.02,1242.83,2.88
2009-02-24,995.79,-0.35,5.96,0.41,3.47,1268.88,1.01
2009-02-25,999.92,1.44,6.91,1.44,3.41,1266.03,2.01
2009-02-26,990.59,3.97,8.15,1.76,4.02,1242.18,2.95
2009-02-27,987.76,4.85,8.66,1.06,4.8,1234.12,2.15
2009-02-28,988.46,6.57,9.75,0.72,5.7,1226.75,1.16
2009-03-01,984.87,5.44,9.14,1.4,4.91,1227.96,2.23
2009-03-02,985.72,5.43,9.02,1.12,5.0,1228.86,2.05
2009-03-03,987.48,3.94,8.2,2.27,3.74,1238.71,1.8
2009-03-04,970.95,4.61,8.69,2.39,4.05,1214.95,2.54
2009-03-05,959.86,2.22,7.3,0.45,4.45,1211.12,1.29
2009-03-06,966.12,3.95,8.12,0.19,5.13,1210.79,1.91
2009-03-07,981.52,1.7,6.92,0.53,4.06,1240.95,2.1
2009-03-08,980.12,2.81,7.65,0.98,4.24,1234.27,3.27
2009-03-09,980.01,3.84,8.07,2.1,3.8,1229.65,2.6
2009-03-10,981.92,3.63,7.94,1.57,4.05,1232.81,3.6
2009-03-11,989.16,2.93,7.59,1.31,3.96,1245.13,2.33
2009-03-12,992.3,2.98,7.59,0.92,4.19,1248.69,2.63
2009-03-13,991.46,6.55,9.82,2.71,4.47,1231.53,2.47
2009-03-14,990.82,5.27,9.2,2.27,4.36,1236.71,2.05
2009-03-15,994.91,6.19,9.49,1.16,5.22,1236.78,2.15
2009-03-16,1004.13,6.15,9.47,1.47,4.97,1248.62,1.47
2009-03-17,1003.59,6.39,9.69,2.79,4.29,1247.44,2.07
2009-03-18,1002.75,3.9,8.23,3.2,3.13,1258.56,2.53
2009-03-19,998.27,2.71,7.44,2.22,3.26,1258.13,2.78
2009-03-20,1004.0,0.1,6.17,2.36,2.36,1278.14,2.08
2009-03-21,1000.62,1.73,7.16,3.35,2.37,1266.52,1.32
2009-03-22,993.35,3.87,8.25,2.8,3.42,1246.73,2.51
2009-03-23,979.87,5.71,9.24,2.43,4.34,1220.87,3.92
2009-03-24,975.8,1.25,6.77,1.69,3.24,1236.42,2.88
2009-03-25,976.15,-0.26,6.05,1.01,3.22,1243.74,2.68
2009-03-26,977.15,4.23,8.35,1.71,4.23,1224.09,3.9
2009-03-27,973.38,5.91,9.34,2.14,4.62,1211.68,3.63
2009-03-28,972.92,5.39,9.06,2.15,4.43,1213.59,3.79
2009-03-29,981.13,5.86,9.33,3.0,4.02,1222.02,2.01
2009-03-30,992.85,4.62,8.57,2.05,4.1,1242.1,1.25
2009-03-31,996.64,4.68,9.07,3.13,3.72,1247.29,1.47
2009-04-01,993.86,7.28,10.78,4.78,3.76,1232.16,2.84
2009-04-02,993.42,10.63,13.21,5.63,4.76,1216.21,3.7
2009-04-03,990.45,12.84,16.11,7.55,5.39,1203.16,1.46
2009-04-04,991.28,13.44,16.14,5.55,6.67,1200.42,1.25
2009-04-05,995.46,11.01,13.24,3.04,6.39,1215.63,1.5
2009-04-06,990.1,11.97,14.6,4.24,6.54,1205.27,1.04
2009-04-07,984.45,12.81,15.69,5.62,6.39,1195.06,1.59
2009-04-08,986.9,12.86,15.15,5.23,6.28,1197.59,2.33
2009-04-09,989.8,12.51,14.8,4.98,6.19,1202.66,1.5
2009-04-10,984.93,14.26,17.53,7.34,6.46,1189.77,1.48
2009-04-11,982.52,15.26,18.01,6.92,7.05,1181.94,2.06
2009-04-12,983.85,14.1,16.67,7.08,6.09,1189.01,2.1
2009-04-13,982.33,12.79,15.54,6.02,6.05,1192.76,1.62
2009-04-14,982.45,13.65,16.46,6.49,6.34,1189.12,1.52
2009-04-15,983.99,14.94,18.02,9.19,5.6,1186.24,1.79
2009-04-16,980.54,14.75,17.67,9.1,5.45,1182.94,1.98
2009-04-17,977.21,8.09,10.86,1.09,6.24,1205.85,1.57
2009-04-18,985.48,7.45,10.38,0.99,5.95,1219.04,2.19
2009-04-19,995.4,10.53,12.87,2.99,6.2,1217.8,2.76
2009-04-20,996.78,10.85,13.48,5.64,4.9,1219.27,2.36
2009-04-21,995.94,11.11,13.76,6.91,4.29,1217.62,1.53
2009-04-22,993.05,8.52,11.55,3.96,4.77,1224.88,1.73
2009-04-23,995.15,6.38,9.65,1.38,5.18,1236.27,1.54
2009-04-24,995.02,9.9,12.96,4.7,5.18,1221.25,2.14
2009-04-25,988.44,14.38,17.19,9.52,4.85,1194.39,2.03
2009-04-26,982.8,13.91,16.77,7.56,5.85,1188.91,1.91
2009-04-27,977.48,15.69,18.18,8.02,6.49,1174.39,1.89
2009-04-28,975.52,13.12,15.61,4.45,7.14,1182.21,1.94
2009-04-29,981.76,9.36,11.8,0.95,6.9,1205.52,1.24
2009-04-30,989.34,12.31,14.54,2.77,7.43,1201.99,1.03
2009-05-01,994.08,12.69,15.01,3.12,7.47,1206.16,1.57
2009-05-02,998.12,12.88,15.42,4.26,6.98,1210.74,1.84
2009-05-03,995.38,13.19,15.98,5.93,6.3,1206.76,1.6
2009-05-04,996.02,8.11,10.9,3.34,4.73,1230.13,1.72
2009-05-05,993.16,6.82,10.21,2.47,4.86,1232.35,2.78
2009-05-06,988.16,10.53,12.78,2.35,6.59,1208.6,2.49
2009-05-07,990.3,14.19,16.56,5.89,6.73,1195.83,2.52
2009-05-08,987.66,13.23,15.8,4.22,7.33,1196.35,2.29
2009-05-09,992.32,13.12,15.69,5.68,6.3,1203.24,1.63
2009-05-10,992.05,13.91,16.04,5.02,6.94,1198.86,1.75
2009-05-11,991.46,10.49,12.73,1.18,7.28,1212.31,2.32
2009-05-12,995.39,10.84,13.14,5.06,5.06,1217.28,3.02
2009-05-13,992.38,11.82,14.17,6.0,5.13,1209.49,2.52
2009-05-14,985.73,12.25,14.6,6.39,5.19,1199.56,2.15
2009-05-15,981.94,14.56,16.96,5.15,7.52,1183.66,1.91
2009-05-16,987.36,13.09,15.21,5.13,6.38,1197.03,2.14
2009-05-17,988.37,15.73,19.35,8.01,7.17,1187.36,2.77
2009-05-18,992.01,15.55,17.86,5.3,7.91,1191.3,1.63
2009-05-19,994.93,15.38,18.09,7.46,6.67,1196.62,1.24
2009-05-20,993.59,16.89,19.91,7.06,8.09,1187.79,1.61
2009-05-21,986.77,16.81,19.62,4.53,9.57,1178.84,1.63
2009-05-22,987.94,13.37,15.48,3.27,7.72,1195.56,1.58
2009-05-23,993.69,13.41,15.82,6.15,6.07,1203.74,1.38
2009-05-24,991.31,18.66,22.41,9.03,8.44,1177.7,1.47
2009-05-25,991.72,18.57,22.05,8.32,8.66,1178.29,1.4
2009-05-26,984.89,19.94,24.04,9.14,9.46,1164.14,2.33
2009-05-27,995.72,12.92,15.06,6.16,5.58,1208.45,2.62
2009-05-28,997.11,11.97,14.12,4.61,5.96,1213.92,2.28
2009-05-29,1001.2,11.27,13.68,5.77,4.93,1222.77,3.7
2009-05-30,998.34,10.68,12.97,2.18,6.75,1220.36,2.37
2009-05-31,996.16,13.57,15.75,3.25,7.84,1204.65,2.24
2009-06-01,992.71,15.2,17.56,4.74,8.08,1193.52,2.18
2009-06-02,988.48,17.5,20.61,8.33,7.76,1179.4,1.87
2009-06-03,986.59,10.94,13.14,5.42,4.88,1206.2,2.93
2009-06-04,985.69,9.31,11.79,4.84,4.4,1212.43,2.4
2009-06-05,983.38,9.31,11.82,4.21,4.83,1209.28,1.57
2009-06-06,975.95,8.15,10.95,1.8,5.86,1204.38,2.04
2009-06-07,976.67,12.04,14.32,3.53,6.9,1188.1,2.05
2009-06-08,982.8,14.51,16.86,6.57,6.54,1185.55,3.36
2009-06-09,983.85,14.81,17.07,4.57,7.94,1184.52,1.88
2009-06-10,987.49,14.47,16.67,4.12,7.95,1190.32,3.0
2009-06-11,984.29,13.32,15.44,3.44,7.62,1191.46,3.38
2009-06-12,991.23,11.08,13.37,4.06,5.86,1210.63,2.47
2009-06-13,993.6,13.37,16.0,7.93,5.07,1204.63,1.93
2009-06-14,992.03,16.1,19.47,8.65,6.81,1190.37,1.51
2009-06-15,988.45,16.25,18.86,3.4,9.78,1182.89,1.9
2009-06-16,993.1,12.86,15.0,2.8,7.68,1203.99,1.79
2009-06-17,996.53,14.35,16.99,5.22,7.38,1202.38,1.3
2009-06-18,989.87,17.28,20.3,6.06,8.99,1181.04,1.84
2009-06-19,989.53,15.91,18.23,5.68,7.93,1186.81,1.57
2009-06-20,993.25,13.45,15.59,6.01,6.02,1202.92,2.06
2009-06-21,993.1,11.79,14.0,3.57,6.56,1209.35,1.22
2009-06-22,995.33,11.74,13.92,2.04,7.46,1211.61,1.58
2009-06-23,995.44,13.88,16.07,5.18,6.83,1203.22,2.78
2009-06-24,991.0,16.12,18.74,5.78,8.18,1187.7,3.02
2009-06-25,986.93,14.47,16.52,1.81,9.33,1188.57,2.02
2009-06-26,985.91,17.37,20.06,2.65,11.06,1174.35,1.81
2009-06-27,988.0,16.32,18.61,1.18,11.05,1181.02,3.55
2009-06-28,989.71,17.35,19.97,3.83,10.21,1179.54,1.84
2009-06-29,991.54,18.02,21.51,6.73,9.32,1179.91,1.24
2009-06-30,992.96,20.16,24.44,8.18,10.25,1172.26,1.26
2009-07-01,993.59,20.12,24.0,5.0,11.98,1171.8,1.17
2009-07-02,991.42,21.1,25.44,5.89,12.36,1165.08,1.75
2009-07-03,986.84,21.86,26.89,8.27,11.82,1157.17,1.42
2009-07-04,984.85,21.29,25.64,7.44,11.58,1157.11,1.27
2009-07-05,983.9,20.61,24.88,10.86,8.91,1160.65,1.31
2009-07-06,981.91,17.57,20.49,5.24,9.71,1169.8,1.3
2009-07-07,980.67,15.98,18.48,3.88,9.31,1175.01,2.32
2009-07-08,980.66,14.75,16.91,4.32,8.02,1180.86,3.39
2009-07-09,985.64,14.64,16.82,5.89,6.92,1188.11,2.2
2009-07-10,985.82,12.71,14.8,3.6,7.1,1196.21,2.95
2009-07-11,988.66,12.45,14.56,2.84,7.41,1200.51,1.71
2009-07-12,986.42,16.05,18.71,4.68,8.9,1182.01,2.53
2009-07-13,986.24,20.17,24.07,8.57,9.83,1164.42,1.74
2009-07-14,986.64,19.89,23.52,5.12,11.68,1164.67,2.29
2009-07-15,991.38,20.36,24.13,6.3,11.26,1168.66,3.14
2009-07-16,994.47,20.84,25.39,10.66,9.27,1171.96,1.13
2009-07-17,984.77,19.87,23.89,7.71,10.28,1163.71,2.26
2009-07-18,983.14,15.1,17.26,3.83,8.54,1182.01,2.24
2009-07-19,988.0,14.94,17.15,4.15,8.22,1188.79,3.11
2009-07-20,990.34,15.34,17.71,5.1,7.96,1190.2,2.9
2009-07-21,988.21,18.57,22.51,8.02,9.17,1173.97,1.96
2009-07-22,983.15,21.63,26.39,9.11,11.0,1154.24,2.71
